name,url,remote_testing,adaptive_irt,test_type,description
Swing (New),https://www.shl.com/solutions/products/product-catalog/view/swing-new/,True,False,K,SHL assessment for evaluating Swing (New). Test type: K
Tableau (New),https://www.shl.com/solutions/products/product-catalog/view/tableau-new/,True,False,K,SHL assessment for evaluating Tableau (New). Test type: K
Telecommunications Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/telecommunications-engineering-new/,True,False,K,SHL assessment for evaluating Telecommunications Engineering (New). Test type: K
Teradata Development (New),https://www.shl.com/solutions/products/product-catalog/view/teradata-development-new/,True,False,K,SHL assessment for evaluating Teradata Development (New). Test type: K
Time Management (U.S.),https://www.shl.com/solutions/products/product-catalog/view/time-management-u-s/,True,True,K,SHL assessment for evaluating Time Management (U.S.). Test type: K
Training Development,https://www.shl.com/solutions/products/product-catalog/view/training-development/,True,True,K,SHL assessment for evaluating Training Development. Test type: K
Typing (New),https://www.shl.com/solutions/products/product-catalog/view/typing-new/,True,False,S,SHL assessment for evaluating Typing (New). Test type: S
UiPath RPA Development (New),https://www.shl.com/solutions/products/product-catalog/view/uipath-rpa-development-new/,True,False,K,SHL assessment for evaluating UiPath RPA Development (New). Test type: K
Universal Competency Framework Interview Guide,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-interview-guide/,True,False,CP,SHL assessment for evaluating Universal Competency Framework Interview Guide. Test type: CP
Universal Competency Framework Job profiling guide,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,True,False,CP,SHL assessment for evaluating Universal Competency Framework Job profiling guide. Test type: CP
Universal Competency Framework Profiler Cards (44),https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,True,False,CP,SHL assessment for evaluating Universal Competency Framework Profiler Cards (44). Test type: CP
UNIX (New),https://www.shl.com/solutions/products/product-catalog/view/unix-new/,True,False,K,SHL assessment for evaluating UNIX (New). Test type: K
VB.NET (New),https://www.shl.com/solutions/products/product-catalog/view/vb-net-new/,True,False,K,SHL assessment for evaluating VB.NET (New). Test type: K
Verify - Deductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/verify-deductive-reasoning/,True,True,A,SHL assessment for evaluating Verify - Deductive Reasoning. Test type: A
Verify - Following Instructions,https://www.shl.com/solutions/products/product-catalog/view/verify-following-instructions/,True,False,A,SHL assessment for evaluating Verify - Following Instructions. Test type: A
Verify - G+,https://www.shl.com/solutions/products/product-catalog/view/verify-g/,True,True,A,SHL assessment for evaluating Verify - G+. Test type: A
Verify - General Ability Screen,https://www.shl.com/solutions/products/product-catalog/view/verify-general-ability-screen/,True,True,A,SHL assessment for evaluating Verify - General Ability Screen. Test type: A
Verify - Inductive Reasoning (2014),https://www.shl.com/solutions/products/product-catalog/view/verify-inductive-reasoning-2014/,True,True,A,SHL assessment for evaluating Verify - Inductive Reasoning (2014). Test type: A
Verify - Numerical Ability,https://www.shl.com/solutions/products/product-catalog/view/verify-numerical-ability/,True,True,A,SHL assessment for evaluating Verify - Numerical Ability. Test type: A
Verify - Technical Checking - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-technical-checking-next-generation/,True,False,A,SHL assessment for evaluating Verify - Technical Checking - Next Generation. Test type: A
Verify - Verbal Ability - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-verbal-ability-next-generation/,True,True,A,SHL assessment for evaluating Verify - Verbal Ability - Next Generation. Test type: A
Verify - Working with Information,https://www.shl.com/solutions/products/product-catalog/view/verify-working-with-information/,True,False,A,SHL assessment for evaluating Verify - Working with Information. Test type: A
Verify G+ - Ability Test Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-ability-test-report/,True,False,A,SHL assessment for evaluating Verify G+ - Ability Test Report. Test type: A
Verify G+ - Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-candidate-report/,True,False,A,SHL assessment for evaluating Verify G+ - Candidate Report. Test type: A
Verify Interactive Ability Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-ability-report/,True,False,A,SHL assessment for evaluating Verify Interactive Ability Report. Test type: A
Verify Interactive G+ Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-candidate-report/,True,False,A,SHL assessment for evaluating Verify Interactive G+ Candidate Report. Test type: A
Verify Interactive G+ Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-report/,True,False,A,SHL assessment for evaluating Verify Interactive G+ Report. Test type: A
Verify Interactive Process Monitoring,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-process-monitoring/,True,False,A,SHL assessment for evaluating Verify Interactive Process Monitoring. Test type: A
Virtual Assessment and Development Centers,https://www.shl.com/solutions/products/product-catalog/view/virtual-assessment-and-development-centers/,True,False,P,SHL assessment for evaluating Virtual Assessment and Development Centers. Test type: P
Visual Basic for Applications (New),https://www.shl.com/solutions/products/product-catalog/view/visual-basic-for-applications-new/,True,False,K,SHL assessment for evaluating Visual Basic for Applications (New). Test type: K
Visual Comparison - UK,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-uk/,True,False,K,SHL assessment for evaluating Visual Comparison - UK. Test type: K
Visual Comparison - US,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-us/,True,False,K,SHL assessment for evaluating Visual Comparison - US. Test type: K
VLSI and Embedded Systems (New),https://www.shl.com/solutions/products/product-catalog/view/vlsi-and-embedded-systems-new/,True,False,K,SHL assessment for evaluating VLSI and Embedded Systems (New). Test type: K
What Is The Value - US,https://www.shl.com/solutions/products/product-catalog/view/what-is-the-value-us/,True,True,K,SHL assessment for evaluating What Is The Value - US. Test type: K
Workplace Administration Skills (New),https://www.shl.com/solutions/products/product-catalog/view/workplace-administration-skills-new/,True,False,K,SHL assessment for evaluating Workplace Administration Skills (New). Test type: K
Workplace Health and Safety (New),https://www.shl.com/solutions/products/product-catalog/view/workplace-health-and-safety-new/,True,False,K,SHL assessment for evaluating Workplace Health and Safety (New). Test type: K
WriteX - Email Writing (Customer Service) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-customer-service-new/,True,False,S,SHL assessment for evaluating WriteX - Email Writing (Customer Service) (New). Test type: S
WriteX - Email Writing (Managerial) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-managerial-new/,True,False,S,SHL assessment for evaluating WriteX - Email Writing (Managerial) (New). Test type: S
WriteX - Email Writing (Sales) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-sales-new/,True,False,BS,SHL assessment for evaluating WriteX - Email Writing (Sales) (New). Test type: BS
Written English v1,https://www.shl.com/solutions/products/product-catalog/view/written-english-v1/,True,True,K,SHL assessment for evaluating Written English v1. Test type: K
Written Spanish,https://www.shl.com/solutions/products/product-catalog/view/written-spanish/,True,True,K,SHL assessment for evaluating Written Spanish. Test type: K
Zabbix (New),https://www.shl.com/solutions/products/product-catalog/view/zabbix-new/,True,False,K,SHL assessment for evaluating Zabbix (New). Test type: K
360 Digital Report,https://www.shl.com/solutions/products/product-catalog/view/360-digital-report/,True,False,D,SHL assessment for evaluating 360 Digital Report. Test type: D
360° Multi-Rater Feedback System (MFS),https://www.shl.com/solutions/products/product-catalog/view/360-multi-rater-feedback-system-mfs/,True,False,DP,SHL assessment for evaluating 360° Multi-Rater Feedback System (MFS). Test type: DP
